incumbent,party,votes,votes_percent,candidate_name,description,geography,precincts_reporting,slug,race_name,scraped_datetime,source
False,Dem,1150,0.3423,David J. Canepa,,,100% (299 of 299) precincts reporting,u-s-house-of-representatives-district-15-districtwide-results,U.S. House of Representatives District 15 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,2210,0.6577,Kevin Mullin,,,100% (299 of 299) precincts reporting,u-s-house-of-representatives-district-15-districtwide-results,U.S. House of Representatives District 15 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,2019,0.4117,Anna G. Eshoo,,,26.9% (94 of 349) precincts reporting,u-s-house-of-representatives-district-16-districtwide-results,U.S. House of Representatives District 16 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,2885,0.5883,Rishi Kumar,,,26.9% (94 of 349) precincts reporting,u-s-house-of-representatives-district-16-districtwide-results,U.S. House of Representatives District 16 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,2486,0.8955,Ro Khanna,,,0% (0 of 220) precincts reporting,u-s-house-of-representatives-district-17-districtwide-results,U.S. House of Representatives District 17 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,290,0.1045,Ritesh Tandon,,,0% (0 of 220) precincts reporting,u-s-house-of-representatives-district-17-districtwide-results,U.S. House of Representatives District 17 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,10183,0.3478,Zoe Lofgren,,,53.3% (187 of 351) precincts reporting,u-s-house-of-representatives-district-18-districtwide-results,U.S. House of Representatives District 18 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,19097,0.6522,Peter Hernandez,,,53.3% (187 of 351) precincts reporting,u-s-house-of-representatives-district-18-districtwide-results,U.S. House of Representatives District 18 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,30839,0.2766,Jimmy Panetta,,,71% (328 of 462) precincts reporting,u-s-house-of-representatives-district-19-districtwide-results,U.S. House of Representatives District 19 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,80671,0.7234,Jeff Gorman,,,71% (328 of 462) precincts reporting,u-s-house-of-representatives-district-19-districtwide-results,U.S. House of Representatives District 19 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,47421,0.2689,Marisa Wood,,,84.6% (493 of 583) precincts reporting,u-s-house-of-representatives-district-20-districtwide-results,U.S. House of Representatives District 20 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,128941,0.7311,Kevin McCarthy,,,84.6% (493 of 583) precincts reporting,u-s-house-of-representatives-district-20-districtwide-results,U.S. House of Representatives District 20 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,680,0.5453,Jim Costa,,,74.7% (374 of 501) precincts reporting,u-s-house-of-representatives-district-21-districtwide-results,U.S. House of Representatives District 21 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,567,0.4547,Michael Maher,,,74.7% (374 of 501) precincts reporting,u-s-house-of-representatives-district-21-districtwide-results,U.S. House of Representatives District 21 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,41410,0.2689,Rudy Salas,,,74% (407 of 550) precincts reporting,u-s-house-of-representatives-district-22-districtwide-results,U.S. House of Representatives District 22 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,112607,0.7311,David G. Valadao,,,74% (407 of 550) precincts reporting,u-s-house-of-representatives-district-22-districtwide-results,U.S. House of Representatives District 22 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,5295,0.7312,Derek Marshall,,,"100% (1,566 of 1,566) precincts reporting",u-s-house-of-representatives-district-23-districtwide-results,U.S. House of Representatives District 23 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,1947,0.2688,Jay Obernolte,,,"100% (1,566 of 1,566) precincts reporting",u-s-house-of-representatives-district-23-districtwide-results,U.S. House of Representatives District 23 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,51839,0.7288,Salud Carbajal,,,100% (789 of 789) precincts reporting,u-s-house-of-representatives-district-24-districtwide-results,U.S. House of Representatives District 24 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,19288,0.2712,Brad Allen,,,100% (789 of 789) precincts reporting,u-s-house-of-representatives-district-24-districtwide-results,U.S. House of Representatives District 24 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,76046,0.2667,Raul Ruiz,,,51.2% (370 of 723) precincts reporting,u-s-house-of-representatives-district-25-districtwide-results,U.S. House of Representatives District 25 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,209110,0.7333,Brian E. Hawkins,,,51.2% (370 of 723) precincts reporting,u-s-house-of-representatives-district-25-districtwide-results,U.S. House of Representatives District 25 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,85234,0.2667,Julia Brownley,,,"100% (1,253 of 1,253) precincts reporting",u-s-house-of-representatives-district-26-districtwide-results,U.S. House of Representatives District 26 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,234371,0.7333,Matt Jacobs,,,"100% (1,253 of 1,253) precincts reporting",u-s-house-of-representatives-district-26-districtwide-results,U.S. House of Representatives District 26 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,232,0.3586,Christy Smith,,,100% (468 of 468) precincts reporting,u-s-house-of-representatives-district-27-districtwide-results,U.S. House of Representatives District 27 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,415,0.6414,Mike Garcia,,,100% (468 of 468) precincts reporting,u-s-house-of-representatives-district-27-districtwide-results,U.S. House of Representatives District 27 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,226,0.3229,Judy Chu,,,100% (530 of 530) precincts reporting,u-s-house-of-representatives-district-28-districtwide-results,U.S. House of Representatives District 28 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,474,0.6771,Wes Hallman,,,100% (530 of 530) precincts reporting,u-s-house-of-representatives-district-28-districtwide-results,U.S. House of Representatives District 28 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,381,0.6287,Tony Cardenas,,,100% (165 of 165) precincts reporting,u-s-house-of-representatives-district-29-districtwide-results,U.S. House of Representatives District 29 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,225,0.3713,Angélica María Dueñas,,,100% (165 of 165) precincts reporting,u-s-house-of-representatives-district-29-districtwide-results,U.S. House of Representatives District 29 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,217,0.3478,"G ""Maebe A. Girl"" Pudlo",,,100% (252 of 252) precincts reporting,u-s-house-of-representatives-district-30-districtwide-results,U.S. House of Representatives District 30 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,407,0.6522,Adam B. Schiff,,,100% (252 of 252) precincts reporting,u-s-house-of-representatives-district-30-districtwide-results,U.S. House of Representatives District 30 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,218,0.3516,Grace F. Napolitano,,,100% (426 of 426) precincts reporting,u-s-house-of-representatives-district-31-districtwide-results,U.S. House of Representatives District 31 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,402,0.6484,Daniel Bocic Martinez,,,100% (426 of 426) precincts reporting,u-s-house-of-representatives-district-31-districtwide-results,U.S. House of Representatives District 31 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,1047,0.5919,Brad Sherman,,,100% (239 of 239) precincts reporting,u-s-house-of-representatives-district-32-districtwide-results,U.S. House of Representatives District 32 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,722,0.4081,Lucie Lapointe Volotzky,,,100% (239 of 239) precincts reporting,u-s-house-of-representatives-district-32-districtwide-results,U.S. House of Representatives District 32 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,28,0.4667,Pete Aguilar,,,100% (653 of 653) precincts reporting,u-s-house-of-representatives-district-33-districtwide-results,U.S. House of Representatives District 33 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,32,0.5333,John Mark Porter,,,100% (653 of 653) precincts reporting,u-s-house-of-representatives-district-33-districtwide-results,U.S. House of Representatives District 33 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,391,0.6549,Jimmy Gomez,,,100% (174 of 174) precincts reporting,u-s-house-of-representatives-district-34-districtwide-results,U.S. House of Representatives District 34 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,206,0.3451,David Kim,,,100% (174 of 174) precincts reporting,u-s-house-of-representatives-district-34-districtwide-results,U.S. House of Representatives District 34 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,15159,0.7321,Norma J. Torres,,,100% (437 of 437) precincts reporting,u-s-house-of-representatives-district-35-districtwide-results,U.S. House of Representatives District 35 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,5546,0.2679,Mike Cargile,,,100% (437 of 437) precincts reporting,u-s-house-of-representatives-district-35-districtwide-results,U.S. House of Representatives District 35 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,388,0.6424,Ted W. Lieu,,,100% (242 of 242) precincts reporting,u-s-house-of-representatives-district-36-districtwide-results,U.S. House of Representatives District 36 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,216,0.3576,Joe E. Collins III,,,100% (242 of 242) precincts reporting,u-s-house-of-representatives-district-36-districtwide-results,U.S. House of Representatives District 36 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,391,0.6474,Sydney Kamlager,,,100% (203 of 203) precincts reporting,u-s-house-of-representatives-district-37-districtwide-results,U.S. House of Representatives District 37 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,213,0.3526,Jan C. Perry,,,100% (203 of 203) precincts reporting,u-s-house-of-representatives-district-37-districtwide-results,U.S. House of Representatives District 37 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,4249,0.5145,Linda T. Sánchez,,,100% (317 of 317) precincts reporting,u-s-house-of-representatives-district-38-districtwide-results,U.S. House of Representatives District 38 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,4009,0.4855,Eric J. Ching,,,100% (317 of 317) precincts reporting,u-s-house-of-representatives-district-38-districtwide-results,U.S. House of Representatives District 38 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,210056,0.7333,Mark Takano,,,100% (254 of 254) precincts reporting,u-s-house-of-representatives-district-39-districtwide-results,U.S. House of Representatives District 39 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,76384,0.2667,Aja Smith,,,100% (254 of 254) precincts reporting,u-s-house-of-representatives-district-39-districtwide-results,U.S. House of Representatives District 39 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,5840,0.4117,Asif Mahmood,,,100% (687 of 687) precincts reporting,u-s-house-of-representatives-district-40-districtwide-results,U.S. House of Representatives District 40 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,8344,0.5883,Young Kim,,,100% (687 of 687) precincts reporting,u-s-house-of-representatives-district-40-districtwide-results,U.S. House of Representatives District 40 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,94786,0.2667,Will Rollins,,,100% (459 of 459) precincts reporting,u-s-house-of-representatives-district-41-districtwide-results,U.S. House of Representatives District 41 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,260663,0.7333,Ken Calvert,,,100% (459 of 459) precincts reporting,u-s-house-of-representatives-district-41-districtwide-results,U.S. House of Representatives District 41 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,413,0.7024,Robert Garcia,,,100% (218 of 218) precincts reporting,u-s-house-of-representatives-district-42-districtwide-results,U.S. House of Representatives District 42 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,175,0.2976,John Briscoe,,,100% (218 of 218) precincts reporting,u-s-house-of-representatives-district-42-districtwide-results,U.S. House of Representatives District 42 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,425,0.6746,Maxine Waters,,,100% (258 of 258) precincts reporting,u-s-house-of-representatives-district-43-districtwide-results,U.S. House of Representatives District 43 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,205,0.3254,Omar Navarro,,,100% (258 of 258) precincts reporting,u-s-house-of-representatives-district-43-districtwide-results,U.S. House of Representatives District 43 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,165,0.3,Nanette Diaz Barragan,,,100% (258 of 258) precincts reporting,u-s-house-of-representatives-district-44-districtwide-results,U.S. House of Representatives District 44 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,385,0.7,Paul Jones,,,100% (258 of 258) precincts reporting,u-s-house-of-representatives-district-44-districtwide-results,U.S. House of Representatives District 44 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,4325,0.4852,Jay F. Chen,,,100% (450 of 450) precincts reporting,u-s-house-of-representatives-district-45-districtwide-results,U.S. House of Representatives District 45 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,4589,0.5148,Michelle Steel,,,100% (450 of 450) precincts reporting,u-s-house-of-representatives-district-45-districtwide-results,U.S. House of Representatives District 45 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,3862,0.4961,Lou Correa,,,100% (366 of 366) precincts reporting,u-s-house-of-representatives-district-46-districtwide-results,U.S. House of Representatives District 46 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,3922,0.5039,Christopher J. Gonzales,,,100% (366 of 366) precincts reporting,u-s-house-of-representatives-district-46-districtwide-results,U.S. House of Representatives District 46 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,4901,0.5048,Katie Porter,,,100% (534 of 534) precincts reporting,u-s-house-of-representatives-district-47-districtwide-results,U.S. House of Representatives District 47 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,4807,0.4952,Scott Baugh,,,100% (534 of 534) precincts reporting,u-s-house-of-representatives-district-47-districtwide-results,U.S. House of Representatives District 47 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,32935,0.2708,Stephen Houlahan,,,100% (824 of 824) precincts reporting,u-s-house-of-representatives-district-48-districtwide-results,U.S. House of Representatives District 48 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,88699,0.7292,Darrell Issa,,,100% (824 of 824) precincts reporting,u-s-house-of-representatives-district-48-districtwide-results,U.S. House of Representatives District 48 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,5399,0.4935,Mike Levin,,,100% (586 of 586) precincts reporting,u-s-house-of-representatives-district-49-districtwide-results,U.S. House of Representatives District 49 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,5541,0.5065,Brian Maryott,,,100% (586 of 586) precincts reporting,u-s-house-of-representatives-district-49-districtwide-results,U.S. House of Representatives District 49 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,300,0.4545,Scott Peters,,,100% (701 of 701) precincts reporting,u-s-house-of-representatives-district-50-districtwide-results,U.S. House of Representatives District 50 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,360,0.5455,Corey Gustafson,,,100% (701 of 701) precincts reporting,u-s-house-of-representatives-district-50-districtwide-results,U.S. House of Representatives District 50 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,240,0.4444,Sara Jacobs,,,100% (528 of 528) precincts reporting,u-s-house-of-representatives-district-51-districtwide-results,U.S. House of Representatives District 51 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,300,0.5556,Stan Caplan,,,100% (528 of 528) precincts reporting,u-s-house-of-representatives-district-51-districtwide-results,U.S. House of Representatives District 51 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,480,0.6154,Juan Vargas,,,100% (434 of 434) precincts reporting,u-s-house-of-representatives-district-52-districtwide-results,U.S. House of Representatives District 52 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,300,0.3846,Tyler Geffeney,,,100% (434 of 434) precincts reporting,u-s-house-of-representatives-district-52-districtwide-results,U.S. House of Representatives District 52 - Districtwide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Dem,2472013,0.7086,Malia M. Cohen,,,"91.9% (23,528 of 25,603) precincts reporting",controller-statewide-results,Controller - Statewide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,1016434,0.2914,Lanhee J. Chen,,,"91.9% (23,528 of 25,603) precincts reporting",controller-statewide-results,Controller - Statewide Results,2022-10-21T17:03:48.866924-07:00,kpcc
True,Dem,2487551,0.7132,Eleni Kounalakis,,,"91.9% (23,528 of 25,603) precincts reporting",lieutenant-governor-statewide-results,Lieutenant Governor - Statewide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,1000403,0.2868,Angela E. Underwood Jacobs,,,"91.9% (23,528 of 25,603) precincts reporting",lieutenant-governor-statewide-results,Lieutenant Governor - Statewide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non,982696,0.2809,Lance Ray Christensen,,,"91.9% (23,528 of 25,603) precincts reporting",superintendent-of-public-instruction-statewide-results,Superintendent of Public Instruction - Statewide Results,2022-10-21T17:03:48.866924-07:00,kpcc
True,Non,2515453,0.7191,Tony K. Thurmond,,,"91.9% (23,528 of 25,603) precincts reporting",superintendent-of-public-instruction-statewide-results,Superintendent of Public Instruction - Statewide Results,2022-10-21T17:03:48.866924-07:00,kpcc
True,Dem,2509782,0.7187,Fiona Ma,,,"91.9% (23,528 of 25,603) precincts reporting",treasurer-statewide-results,Treasurer - Statewide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Rep,982179,0.2813,Jack M. Guerrero,,,"91.9% (23,528 of 25,603) precincts reporting",treasurer-statewide-results,Treasurer - Statewide Results,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,153101,0.1151,ANTHONY LOPEZ,,,,assessor,ASSESSOR,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,667160,0.5015,JEFFREY PRANG,,,,assessor,ASSESSOR,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,210572,0.1583,MIKE CAMPBELL,,,,assessor,ASSESSOR,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,299364,0.2251,SANDY SUN,,,,assessor,ASSESSOR,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,14375,0.0654,BRIAN SMITH,,,,supervisor-1st-district,SUPERVISOR 1ST DISTRICT,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,15910,0.0724,DAVID E. ARGUDO,,,,supervisor-1st-district,SUPERVISOR 1ST DISTRICT,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,166858,0.7591,HILDA SOLIS,,,,supervisor-1st-district,SUPERVISOR 1ST DISTRICT,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,15723,0.0715,KEVIN DALTON,,,,supervisor-1st-district,SUPERVISOR 1ST DISTRICT,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,6935,0.0316,TAMMY SOLIS,,,,supervisor-1st-district,SUPERVISOR 1ST DISTRICT,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,105923,0.3108,BOB HERTZBERG,,Los Angeles County,,supervisor-3rd-district,"Supervisor, 3rd District",2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,7743,0.0227,CRAIG A. BRILL,,Los Angeles County,,supervisor-3rd-district,"Supervisor, 3rd District",2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,82852,0.2431,HENRY STERN,,Los Angeles County,,supervisor-3rd-district,"Supervisor, 3rd District",2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,27382,0.0804,JEFFI GIRGENTI,,Los Angeles County,,supervisor-3rd-district,"Supervisor, 3rd District",2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,94528,0.2774,LINDSEY HORVATH,,Los Angeles County,,supervisor-3rd-district,"Supervisor, 3rd District",2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,22352,0.0656,ROXANNE BECKFORD HOGE,,Los Angeles County,,supervisor-3rd-district,"Supervisor, 3rd District",2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,965,0.3008,ALICIA ROMERO,,,,bell-city-general-municipal-election-member-of-the-city-council,BELL CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,1310,0.4084,ANA MARIA QUINTANA,,,,bell-city-general-municipal-election-member-of-the-city-council,BELL CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,250,0.0779,MARCOS A. OLIVA,,,,bell-city-general-municipal-election-member-of-the-city-council,BELL CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,683,0.2129,NESTOR ENRIQUE VALENCIA,,,,bell-city-general-municipal-election-member-of-the-city-council,BELL CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,6405,0.8151,YES,,,,beverly-hills-city-general-municipal-election-measure-tl,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION - MEASURE TL,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,1453,0.1849,NO,,,,beverly-hills-city-general-municipal-election-measure-tl,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION - MEASURE TL,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,619,0.0938,GABRIELLE PANTERA-ROWE,,,,beverly-hills-city-general-municipal-election-city-treasurer,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,4100,0.6215,HOWARD S. FISHER,,,,beverly-hills-city-general-municipal-election-city-treasurer,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,1878,0.2847,JAKE MANASTER,,,,beverly-hills-city-general-municipal-election-city-treasurer,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,351,0.0183,"AKSHAT ""AB"" BHATIA",,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,2476,0.1291,ANDY LICHT,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,834,0.0435,DARIAN BOJEAUX,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,2634,0.1373,JOHN A. MIRISCH,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,405,0.0211,KEVIN KUGLEY,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,3571,0.1862,LESTER FRIEDMAN,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,2560,0.1335,ROBERT (BOB) WUNDERLICH,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,346,0.018,ROBIN ROWE,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,3565,0.1859,SHARONA NAZARIAN,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,512,0.0267,SHIVA GORDON BAGHERI,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,1924,0.1003,VERA MARKOWITZ,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,428,0.6341,ANNI MARSHALL,,,,city-of-avalon-general-municipal-election-mayor,CITY OF AVALON GENERAL MUNICIPAL ELECTION Mayor,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,247,0.3659,CINDE MACGUGAN-CASSIDY,,,,city-of-avalon-general-municipal-election-mayor,CITY OF AVALON GENERAL MUNICIPAL ELECTION Mayor,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,196,0.1591,CARL JOHNSON,,,,city-of-avalon-general-municipal-election-member-of-the-city-council,CITY OF AVALON GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,366,0.2971,MARY SCHICKLING,,,,city-of-avalon-general-municipal-election-member-of-the-city-council,CITY OF AVALON GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,335,0.2719,MICHAEL PONCE,,,,city-of-avalon-general-municipal-election-member-of-the-city-council,CITY OF AVALON GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,335,0.2719,OLEY OLSEN,,,,city-of-avalon-general-municipal-election-member-of-the-city-council,CITY OF AVALON GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,229,0.3403,YES,,,,city-of-avalon-special-municipal-election-measure-s,CITY OF AVALON SPECIAL MUNICIPAL ELECTION - MEASURE S,2022-10-21T17:03:48.866924-07:00,kpcc
False,Non Partisan,444,0.6597,NO,,,,city-of-avalon-special-municipal-election-measure-s,CITY OF AVALON SPECIAL MUNICIPAL ELECTION - MEASURE S,2022-10-21T17:03:48.866924-07:00,kpcc
